id,nw_lat,nw_lon,se_lat,se_lon
2341,36.775532029950405,-119.76692562453928,36.77539771535201,-119.76671115315229
2134,36.7754208006736,-119.76689881561592,36.7752864860752,-119.7666843442289
2627,36.77560863124481,-119.76676309544132,36.7754743166464,-119.76654862405431
3314,36.775501599299204,-119.76629561483998,36.7753672847008,-119.76608114345295
1163,36.7755267832864,-119.76631907264792,36.775392468688004,-119.7661046012609
2052,36.7768762252672,-119.76635425935984,36.776741910668804,-119.76613978797285
1340,36.77594336840801,-119.766057685645,36.7758090538096,-119.765843214258
2511,36.775968552395206,-119.76605936120271,36.7758342377968,-119.76584488981571
3274,36.775933924412804,-119.76608114345295,36.775799609814406,-119.76586667206595
269,36.7756327658992,-119.76601412114452,36.775498451300805,-119.76579964975751
2918,36.7755414739456,-119.76682676663432,36.7754071593472,-119.76661229524734
2020,36.7754459846608,-119.7668820600388,36.7753116700624,-119.7666675886518
1029,36.777655879537605,-119.76279872589718,36.77752156493921,-119.76258425451019
2838,36.7776464355424,-119.76274845916586,36.777512120944,-119.76253398777887
1600,36.77746909829921,-119.76250550329777,36.7773347837008,-119.76229103191076
3458,36.777584524907205,-119.76226254742969,36.7774502103088,-119.76204807604267
695,36.777575080912,-119.76222065848691,36.7774407663136,-119.76200618709991
1990,36.7775939689024,-119.76226589854511,36.77745965430401,-119.7620514271581
1766,36.777535206265604,-119.76224076517944,36.7774008916672,-119.76202629379245
3514,36.777667422198405,-119.76192408477206,36.77753310760001,-119.76170961338507
102,36.777734579497604,-119.76214525838992,36.777600264899206,-119.76193078700291
1395,36.777325339705605,-119.76496857313289,36.7771910251072,-119.76475410174588
2102,36.777366263684804,-119.76500711096024,36.7772319490864,-119.76479263957324
1879,36.777335833033604,-119.76491830640155,36.777201518435206,-119.76470383501456
96,36.7773242903728,-119.76470048389913,36.777189975774405,-119.76448601251212
1174,36.7773568196896,-119.7646803772066,36.7772225050912,-119.7644659058196
3252,36.77720361710081,-119.76438380349175,36.777069302502404,-119.76416933210476
2253,36.7772057157664,-119.76443239466538,36.777071401168,-119.76421792327838
908,36.777220406425606,-119.76327123317168,36.77708609182721,-119.76305676178467
2419,36.7772267024224,-119.76270657022309,36.777092387824005,-119.76249209883609
2371,36.7772256530896,-119.76270489466538,36.7770913384912,-119.76249042327838
478,36.777284415726406,-119.76189392473327,36.777150101128,-119.76167945334628
632,36.7774323716512,-119.76189224917556,36.7772980570528,-119.76167777778856
2352,36.77741033566241,-119.76189224917556,36.777276021064004,-119.76167777778856
554,36.7771207198096,-119.76527352463629,36.776986405211204,-119.76505905324927
659,36.7771322624704,-119.76517634228904,36.776997947872005,-119.76496187090204
3337,36.7771007824864,-119.76517299117361,36.776966467888,-119.76495851978662
2705,36.7770913384912,-119.76469713278371,36.776957023892805,-119.76448266139671
2623,36.7770892398256,-119.76475410174588,36.7769549252272,-119.76453963035888
2492,36.77710812781601,-119.76475242618818,36.7769738132176,-119.76453795480117
2351,36.777045167848,-119.76456643928225,36.7769108532496,-119.76435196789524
1066,36.777024181192004,-119.76455806149369,36.776889866593606,-119.76434359010669
586,36.777057759841604,-119.76453795480117,36.776923445243206,-119.76432348341416
2047,36.7770493651792,-119.7645429814743,36.776915050580804,-119.7643285100873
2165,36.7770231318592,-119.76453460368575,36.776888817260804,-119.76432013229874
2228,36.77713436113601,-119.76413917206595,36.7770000465376,-119.76392470067896
3413,36.777103930484806,-119.76277359253153,36.7769696158864,-119.76255912114452
3005,36.777088190492805,-119.76278029476238,36.77695387589441,-119.76256582337535
473,36.7771312131376,-119.76262279233754,36.7769968985392,-119.76240832095053
463,36.77704411851521,-119.76249544995152,36.7769098039168,-119.7622809785645
504,36.777055661176,-119.7624803699321,36.7769213465776,-119.76226589854511
467,36.77703677318561,-119.76220557846752,36.7769024585872,-119.7619911070805
342,36.7770115891984,-119.76192576032977,36.776877274600004,-119.76171128894278
1927,36.7770178851952,-119.76191738254123,36.7768835705968,-119.76170291115422
994,36.776893014592005,-119.76395486071775,36.77675869999361,-119.76374038933075
2097,36.77686048527521,-119.76289758380213,36.7767261706768,-119.76268311241513
2816,36.7768384492864,-119.76283726372453,36.776704134688,-119.76262279233754
1079,36.7768919652592,-119.76285234374393,36.776757650660805,-119.76263787235693
257,36.77683425195521,-119.76249209883609,36.7766999373568,-119.7622776274491
3353,36.77686048527521,-119.76218547177498,36.7767261706768,-119.76197100038797
1647,36.776777587984,-119.76207991163918,36.7766432733856,-119.76186544025218
2282,36.776776538651205,-119.76208828942774,36.77664222405281,-119.76187381804074
2847,36.776734565339204,-119.76208158719689,36.776600250740806,-119.76186711580989
990,36.776754502662406,-119.76211007167798,36.776620188064,-119.76189560029098
3,36.776546734768004,-119.76509759107662,36.776412420169606,-119.76488311968961
1568,36.77652155078081,-119.76513780446169,36.7763872361824,-119.76492333307469
3191,36.7766054974048,-119.76442904354995,36.776471182806404,-119.76421457216296
1088,36.77651420545121,-119.76229773414161,36.7763798908528,-119.7620832627546
1041,36.776501613457604,-119.76228265412222,36.7763672988592,-119.7620681827352
3078,36.77633372020961,-119.76275683695442,36.7761994056112,-119.76254236556741
3122,36.7759549110688,-119.76274510805044,36.7758205964704,-119.76253063666344
1675,36.7758846057712,-119.7619140314258,36.775750291172805,-119.7616995600388
2159,36.7760598443488,-119.76194586702232,36.7759255297504,-119.76173139563531
2982,36.77611231098881,-119.76190397807953,36.7759779963904,-119.76168950669253
2043,36.776092373665605,-119.76191570698352,36.77595805906721,-119.76170123559652
2772,36.775938121744,-119.76218547177498,36.7758038071456,-119.76197100038797
2643,36.7756621472176,-119.76533719582929,36.775527832619204,-119.76512272444229
2067,36.775734551180804,-119.76493673753637,36.775600236582406,-119.76472226614938
2223,36.775753439171204,-119.76489819970902,36.775619124572806,-119.76468372832201
88,36.7753641367024,-119.76248707216295,36.775229822104,-119.76227260077596
3136,36.7753536433744,-119.7625088544132,36.775219328776004,-119.7622943830262
3497,36.7753169167264,-119.76247701881668,36.775182602128005,-119.76226254742969
3301,36.775317966059205,-119.7625406900097,36.7751836514608,-119.76232621862269
374,36.7751951941216,-119.76238318758487,36.7750608795232,-119.76216871619786
2562,36.7752224767744,-119.76234967643065,36.775088162176004,-119.76213520504365
2057,36.775159516806404,-119.76238486314259,36.775025202208006,-119.76217039175557
778,36.7752109341136,-119.76233292085354,36.775076619515204,-119.76211844946654
2128,36.775166862136004,-119.7623278941804,36.775032547537606,-119.7621134227934
2503,36.775166862136004,-119.76236978312318,36.775032547537606,-119.76215531173618
559,36.775166862136004,-119.76231951639186,36.775032547537606,-119.76210504500484
2010,36.7751364314848,-119.76238151202716,36.775002116886405,-119.76216704064015
2765,36.775175256798406,-119.76231784083414,36.7750409422,-119.76210336944713
1238,36.7751427274816,-119.76233794752667,36.7750084128832,-119.76212347613966
3527,36.775130135488006,-119.76240832095053,36.77499582088961,-119.76219384956353
1437,36.7751805034624,-119.76239826760427,36.775046188864,-119.76218379621727
2004,36.7751605661392,-119.76234967643065,36.7750262515408,-119.76213520504365
3196,36.775167911468806,-119.76240999650824,36.7750335968704,-119.76219552512124
117,36.7751951941216,-119.76235972977692,36.7750608795232,-119.76214525838992
254,36.7752067367824,-119.76242172541222,36.775072422184,-119.76220725402523
1799,36.775171059467205,-119.7624317787585,36.77503674486881,-119.76221730737149
2117,36.77721830776,-119.76245020989332,36.777083993161604,-119.7622357385063
201,36.77715324912641,-119.7641609543162,36.777018934528,-119.7639464829292
2369,36.7768846199296,-119.763686771484,36.776750305331205,-119.76347230009699
26,36.776878323932806,-119.76365158477206,36.7767440093344,-119.76343711338507
3461,36.776878323932806,-119.7637186070805,36.7767440093344,-119.76350413569351
331,36.776824807960004,-119.76363147807953,36.7766904933616,-119.76341700669253
2753,36.776833202622406,-119.76370352706111,36.776698888024,-119.76348905567411
3233,36.776852090612806,-119.76365828700291,36.7767177760144,-119.76344381561591
53,36.776832153289604,-119.76364488254123,36.776697838691206,-119.76343041115422
634,36.7768846199296,-119.76362980252182,36.776750305331205,-119.76341533113482
238,36.77681116663361,-119.76368509592629,36.7766768520352,-119.76347062453928
2651,36.77681851196321,-119.76363650475267,36.7766841973648,-119.76342203336567
348,36.7765561787632,-119.76485798632396,36.7764218641648,-119.76464351493695
1924,36.77606509101281,-119.76193246256062,36.775930776414405,-119.76171799117363
1356,36.775717761856,-119.76193413811833,36.7755834472576,-119.76171966673134
1536,36.7756569005536,-119.76188722250242,36.7755225859552,-119.76167275111543
1404,36.7788647109232,-119.77344186847719,36.778730396324804,-119.77322739709021
1902,36.7788468722656,-119.77332457943744,36.7787125576672,-119.77311010805043
1478,36.778102895310404,-119.77233767594569,36.777968580712006,-119.77212320455868
710,36.7780231460176,-119.77232762259942,36.777888831419205,-119.77211315121241
2339,36.778058823332806,-119.77228908477205,36.77792450873441,-119.77207461338507
1899,36.7780493793376,-119.77229076032977,36.777915064739204,-119.77207628894277
1559,36.778050428670404,-119.77228740921436,36.777916114072006,-119.77207293782736
1741,36.778031540680004,-119.77235108040738,36.777897226081606,-119.77213660902035
3049,36.7780640699968,-119.77236113375363,36.777929755398404,-119.77214666236664
2114,36.7780336393456,-119.77227400475266,36.77789932474721,-119.77205953336568
3358,36.778052527336,-119.77233097371483,36.7779182127376,-119.77211650232785
198,36.778047280672006,-119.77232092036857,36.77791296607361,-119.77210644898159
2801,36.7780493793376,-119.77223714248304,36.777915064739204,-119.77202267109601
2152,36.778102895310404,-119.7723225959263,36.777968580712006,-119.77210812453929
2787,36.778076661990404,-119.7722656269641,36.777942347392,-119.77205115557712
678,36.7780819086544,-119.7722790314258,36.777947594056,-119.77206456003879
3296,36.77804623133921,-119.77223714248304,36.777911916740806,-119.77202267109601
1302,36.778032590012806,-119.77229578700292,36.7778982754144,-119.7720813156159
1872,36.778028392681605,-119.77221871134819,36.7778940780832,-119.7720042399612
3391,36.778118635302405,-119.77222373802134,36.77798432070401,-119.77200926663434
1530,36.7780965993136,-119.77225389806014,36.7779622847152,-119.77203942667313
508,36.7780640699968,-119.77224552027158,36.777929755398404,-119.77203104888459
3269,36.778047280672006,-119.77218352463629,36.77791296607361,-119.77196905324928
2550,36.7780273433488,-119.77219525354026,36.777893028750405,-119.77198078215325
981,36.778073513992,-119.77226897807954,36.7779391993936,-119.77205450669253
